A,B,C,D,E
0.7,7.0,2.12,12.7,2.94
9.2,34.1,1.74,10.8,2.9
9.3,15.3,2.42,11.1,4.12
5.5,24.4,2.9,11.7,1.9
5.9,13.9,1.14,19.0,3.42
0.9,7.0,2.46,18.9,1.6
3.8,4.5,2.24,15.5,4.02
2.7,4.6,2.72,18.9,3.36
4.8,7.8,1.06,17.3,3.5
3.5,14.8,1.94,15.7,3.84
1.2,39.7,2.02,18.0,3.94
9.5,12.9,1.74,15.0,3.62
3.5,12.6,2.86,13.1,4.7
10.0,36.4,2.72,18.7,4.76
2.5,11.8,1.08,14.7,3.52
8.5,35.6,2.68,10.7,3.14
0.3,26.1,2.38,12.9,3.74
9.4,24.3,2.6,12.5,1.8
8.1,38.1,2.76,12.3,2.04
6.3,10.2,1.46,12.6,2.72
3.7,3.6,2.7,17.8,4.96
8.7,14.1,2.52,19.1,3.4
8.6,3.6,1.32,17.4,2.5
2.1,0.7,2.54,13.8,1.94
0.1,23.0,2.94,16.5,3.84
3.0,33.2,2.78,15.0,3.68
1.0,39.6,2.64,17.2,2.42
9.1,29.5,1.5,14.9,4.96
4.5,10.6,1.04,14.4,4.4
9.5,34.7,1.02,18.6,1.06
6.1,1.7,2.82,13.2,3.46
6.8,31.2,1.02,11.8,4.56
6.3,8.2,1.42,11.2,2.4
0.9,28.7,2.4,17.7,3.5
3.9,19.3,1.06,19.5,2.16
2.3,21.4,1.74,12.1,3.16
9.8,28.0,2.66,11.9,1.8
4.3,21.9,2.38,19.6,4.76
5.9,28.8,2.44,10.4,1.58
6.1,34.3,2.02,18.3,3.44
8.6,19.3,1.6,17.7,3.9
1.6,15.7,1.5,19.0,1.58
6.4,10.3,1.7,18.9,3.68
9.4,3.3,1.5,13.1,2.02
9.4,10.1,1.54,12.9,4.5
5.6,12.6,1.08,19.0,1.44
5.4,21.3,2.46,12.5,3.46
5.2,32.4,1.34,18.1,4.28
5.5,29.5,1.28,18.6,2.4
9.7,17.8,2.12,18.7,3.04
0.8,7.9,2.92,10.3,2.04
2.1,14.0,1.08,16.6,3.08
1.2,3.0,1.72,14.2,4.44
8.8,37.1,2.7,12.9,4.52
4.7,6.2,2.7,11.5,1.96
1.7,4.7,1.42,17.0,3.2
7.5,8.6,2.02,13.8,4.48
3.9,30.3,1.28,18.5,3.12
1.6,6.0,1.32,14.0,4.04
1.4,39.5,2.0,13.0,2.8
1.4,33.3,1.88,14.8,4.08
7.8,27.3,2.24,11.2,3.78
6.2,28.3,1.54,14.0,4.0
3.8,7.9,2.16,19.2,1.32
1.2,17.9,2.7,12.7,1.86
8.0,27.1,1.4,16.3,2.4
3.1,7.6,1.82,11.8,3.48
0.8,22.0,2.6,18.6,4.02
3.9,39.2,2.36,17.1,4.96
1.9,28.1,2.62,12.4,2.84
8.9,2.7,1.32,13.7,2.18
9.0,36.0,2.34,20.1,2.04
8.4,7.6,1.12,19.8,2.46
8.1,16.3,2.76,18.9,3.86
7.6,0.8,3.0,10.2,3.12
7.9,17.4,1.78,10.1,2.94
7.2,30.6,1.78,10.4,1.48
6.2,7.5,1.84,16.0,2.3
7.5,24.4,2.44,11.9,1.98
4.3,12.1,2.64,17.5,2.36
3.7,18.4,2.0,13.7,2.54
8.2,3.1,2.44,17.9,4.34
5.9,24.9,1.44,20.0,3.66
7.0,5.6,2.88,20.1,2.26
9.8,30.9,1.62,13.5,1.54
4.7,37.1,1.6,14.5,1.16
1.7,14.3,1.32,19.2,1.1
1.5,31.7,2.14,19.8,3.88
5.4,8.3,2.7,13.6,4.34
3.8,5.5,1.68,15.3,2.96
6.7,27.8,1.58,12.0,4.44
5.8,27.2,2.26,12.0,2.62
8.8,16.5,2.04,19.1,3.36
9.5,15.7,2.0,16.9,4.4
6.1,24.8,1.72,18.3,4.46
1.2,18.5,2.78,15.9,4.8
8.0,7.7,1.1,13.5,3.56
10.0,2.1,1.66,17.6,4.72
0.5,10.7,2.1,11.0,2.24
8.2,27.2,2.9,18.7,3.48
7.6,25.1,1.48,18.2,1.34
5.9,1.4,1.24,18.6,2.7
8.9,36.9,2.24,13.0,4.84
1.3,30.3,2.3,20.0,1.38
9.4,15.9,1.08,13.6,4.66
5.3,20.4,2.48,15.9,4.62
0.3,11.2,1.2,16.0,1.94
3.8,16.7,2.74,16.6,2.06
7.1,35.2,2.54,19.7,3.02
2.4,25.2,2.86,12.8,2.76
7.6,18.5,1.86,16.6,3.86
3.1,34.6,2.96,17.8,3.94
5.8,22.6,2.68,17.0,1.92
6.2,1.5,2.36,16.6,3.68
3.7,15.5,1.02,11.5,4.0
9.1,35.3,1.78,14.4,4.2
5.2,11.0,1.72,13.3,4.34
9.3,0.0,1.96,18.3,3.18
6.6,4.0,2.94,14.3,1.08
2.7,4.7,2.48,19.6,4.44
0.2,10.7,1.7,17.7,3.2
9.7,16.0,2.48,14.1,1.8
7.9,16.0,2.44,13.4,3.7
2.1,35.8,2.38,17.4,2.62
9.5,12.7,1.66,18.3,4.54
3.7,20.9,2.14,12.9,1.6
7.1,15.0,1.72,15.2,1.06
7.1,25.4,2.9,15.7,4.86
6.1,21.7,2.18,12.7,2.1
5.6,2.9,1.22,11.4,1.08
0.5,4.4,1.62,13.7,2.6
7.7,7.9,2.6,14.9,2.06
3.1,3.8,1.06,11.2,3.46
9.8,23.9,1.64,13.4,2.9
0.9,4.4,1.84,12.3,2.84
0.2,7.7,1.16,16.4,2.58
5.8,33.6,2.94,18.7,1.0
7.5,39.5,2.0,19.0,2.44
4.8,34.8,2.86,11.7,2.2
5.8,28.7,1.38,15.7,3.5
3.0,27.9,1.76,12.5,1.12
9.2,11.5,1.44,12.8,4.14
6.8,26.8,1.8,17.1,3.48
6.1,33.4,1.86,14.3,1.28
5.1,31.1,1.68,18.9,3.14
8.8,5.2,1.44,10.4,1.06
4.0,6.7,2.14,13.2,2.24
3.0,18.1,1.94,10.4,2.38
8.4,3.3,2.72,13.5,1.74
8.3,28.3,2.14,17.6,4.48
2.1,30.5,3.0,18.0,4.74
0.3,38.5,2.12,11.2,1.02
1.2,24.8,2.72,12.4,4.92
4.4,11.0,1.76,15.7,1.14
4.1,9.3,1.54,10.1,2.0
4.8,17.8,2.26,18.7,3.32
1.9,4.6,2.22,13.5,3.22
7.6,28.1,2.64,12.4,1.36
8.0,33.9,2.22,13.3,2.86
5.3,36.1,2.86,11.1,1.6
3.5,9.1,2.68,11.8,2.58
9.6,37.5,2.74,19.3,3.02
0.0,21.1,2.68,13.6,1.42
1.4,7.4,1.5,10.0,1.64
7.6,37.7,2.0,15.9,4.98
1.6,20.1,1.98,16.6,4.28
2.3,29.6,1.7,14.8,3.78
5.7,30.7,1.5,18.9,3.26
7.1,21.0,1.64,17.8,4.92
9.0,33.7,2.98,14.5,2.26
2.2,13.3,2.34,14.7,4.04
4.5,32.9,2.44,19.1,4.62
7.1,6.5,1.14,16.7,1.56
0.7,27.9,2.3,11.8,1.24
5.8,2.7,2.84,18.7,1.5
8.9,11.6,1.44,13.9,1.42
5.8,36.9,2.38,10.5,2.84
1.2,31.6,2.08,17.9,2.5
3.8,32.4,1.84,19.5,3.18
10.0,11.3,2.98,19.3,2.82
2.7,7.4,1.4,16.2,2.44
8.8,20.1,1.42,13.4,3.36
6.0,5.8,1.16,17.1,1.18
1.5,38.5,1.66,16.0,1.94
0.1,1.4,2.16,10.4,4.38
8.1,23.0,1.5,13.6,2.78
1.6,10.4,1.0,17.5,4.72
2.9,16.4,2.98,18.8,4.6
1.2,19.8,1.08,19.6,4.34
9.5,35.3,1.8,18.7,4.78
9.2,3.4,2.24,11.0,1.1
9.3,16.1,1.42,19.8,3.62
8.1,24.4,2.34,13.9,2.8
1.2,28.6,1.94,16.4,2.08
4.2,38.2,2.3,10.7,3.5
8.4,1.8,1.3,18.6,4.92
9.3,27.9,2.58,18.3,3.6
2.0,33.9,2.04,19.5,1.12
5.4,34.7,2.7,11.0,2.74
8.0,18.1,2.28,17.0,2.7
3.9,40.0,2.56,15.7,3.78
8.2,14.6,2.26,19.3,2.96
1.4,37.3,2.74,14.7,3.88
7.2,17.5,2.34,11.2,4.88
5.1,16.2,2.24,15.9,2.48
7.3,17.4,2.22,14.8,4.94
9.4,4.6,2.62,16.6,3.12
5.2,25.5,2.6,10.6,4.26
8.6,17.3,2.4,17.6,3.88
5.1,10.2,1.88,20.0,2.7
2.9,12.0,2.02,12.4,1.0
3.2,34.9,2.46,12.2,3.38
5.6,14.4,2.28,15.0,2.32
5.1,4.1,1.02,14.6,2.96
0.8,36.6,1.96,19.6,1.96
5.3,2.8,1.42,10.4,2.0
0.0,37.9,2.9,19.5,2.4
4.3,27.2,1.56,19.3,3.38
9.8,1.3,1.68,19.4,4.4
7.4,30.5,2.6,11.2,3.22
9.7,31.2,2.5,14.1,1.6
7.9,18.8,1.46,10.4,1.46
0.8,35.9,2.86,12.2,1.72
3.1,29.4,1.58,16.1,4.84
1.4,18.2,2.66,10.0,2.24
1.1,35.1,1.82,17.3,2.1
9.6,3.5,2.4,19.0,1.34
7.7,36.9,1.98,15.3,3.1
5.6,3.6,2.4,17.1,4.84
0.7,1.3,2.18,10.2,4.12
7.1,12.2,1.58,18.2,2.52
2.6,8.2,1.22,16.3,1.06
6.1,15.8,1.96,15.0,3.4
1.1,32.8,2.88,10.1,3.78
6.4,10.1,2.62,14.8,4.66
4.1,33.6,1.9,13.0,1.94
6.1,8.2,1.84,17.3,3.92
1.0,4.3,1.02,17.9,1.5
4.2,6.7,2.92,20.0,3.14
9.4,4.7,2.48,18.3,1.74
1.6,5.6,2.94,10.2,2.58
9.6,7.4,2.58,13.4,4.04
3.1,2.1,2.06,19.7,4.66
9.2,13.1,1.68,18.4,1.54
8.4,30.1,2.02,13.5,2.2
8.4,26.6,1.64,16.3,2.76
3.9,28.6,2.68,13.1,2.76
2.2,39.4,2.66,11.7,4.56
5.5,11.9,2.42,13.3,3.78
0.5,24.5,2.0,15.5,1.14
8.5,5.5,1.5,20.1,3.42
4.9,3.7,2.92,16.6,3.04
3.6,24.4,2.22,15.2,4.7
6.3,2.0,2.2,16.6,2.74
5.3,10.9,1.5,19.0,1.44
7.1,9.3,1.72,16.5,1.72
4.8,39.3,1.58,16.3,1.2
9.8,13.5,2.88,16.6,1.32
1.0,23.0,2.92,18.0,4.66
8.7,0.7,1.2,13.8,4.6
4.8,32.7,2.04,13.7,4.88
2.0,37.4,1.8,13.9,3.58
6.5,28.9,1.08,11.8,1.56
6.2,25.0,2.3,18.2,2.12
8.2,39.9,1.24,10.4,4.22
2.7,36.0,2.24,16.8,2.54
1.6,39.6,2.62,11.3,3.42
0.5,8.6,2.78,19.0,3.22
1.8,20.3,1.48,14.8,2.84
5.5,21.8,1.86,16.3,1.02
2.7,24.0,1.26,19.9,3.46
6.5,31.9,2.36,15.6,1.6
3.7,25.7,2.16,13.4,3.32
3.6,10.8,2.1,18.4,3.24
6.7,25.5,2.02,10.4,1.86
8.5,28.1,2.3,18.7,3.52
8.9,21.9,2.34,13.8,2.78
4.8,8.2,1.22,12.3,4.66
4.2,10.6,2.48,13.9,4.62
3.5,6.8,2.34,14.9,4.6
5.7,9.6,1.84,17.6,3.26
1.2,21.1,2.44,20.1,2.46
5.1,28.5,2.46,15.7,1.9
5.7,23.6,2.8,10.0,2.06
3.1,0.7,1.1,14.2,4.16
8.0,29.3,1.28,13.8,3.16
9.9,18.8,1.82,10.9,1.46
5.9,8.0,1.6,10.1,4.04
8.2,10.7,2.7,16.2,4.24
5.7,32.0,2.04,11.5,2.12
9.8,6.6,1.1,13.6,2.42
5.5,17.3,1.64,11.5,2.36
2.7,34.5,1.56,18.6,1.54
0.0,35.0,1.4,18.9,1.64
4.1,32.7,2.06,17.9,2.04
8.1,4.2,2.1,12.6,3.42
4.7,18.6,2.86,16.2,1.3
3.9,30.1,1.4,19.3,4.06
9.6,19.9,2.98,16.3,3.78
6.2,38.0,2.08,19.6,2.72
7.5,3.8,2.14,13.1,3.08
7.1,21.9,2.26,10.8,2.52
8.7,30.6,2.7,11.0,2.72
7.9,0.3,1.9,20.0,1.6
0.3,12.0,2.66,16.9,2.98
3.7,33.5,1.42,12.9,4.08
2.6,7.6,2.18,11.4,1.7
0.8,17.8,1.2,15.8,2.16
1.5,13.2,1.92,14.7,3.1
5.5,31.0,1.6,19.3,1.04
7.5,22.8,2.52,18.1,3.4
3.0,27.5,1.34,17.5,4.18
8.7,15.1,1.42,15.9,1.28
1.3,16.3,2.1,16.7,2.48
2.4,28.9,1.32,15.6,4.86
3.3,37.7,1.74,16.3,4.8
6.6,10.8,1.48,15.3,1.0
2.3,12.5,1.62,17.9,3.64
7.2,23.9,1.28,18.6,2.78
2.5,30.9,1.24,17.4,1.1
1.9,40.0,2.14,15.3,3.64
6.3,38.8,2.78,15.8,3.3
0.9,34.4,1.98,18.7,2.44
8.2,14.5,1.2,18.5,4.1
6.6,25.1,1.24,13.8,2.36
2.3,18.2,2.92,11.4,1.86
0.4,30.8,1.98,17.8,3.86
6.6,30.5,3.0,17.3,4.96
5.7,7.1,1.74,12.7,3.98
2.6,21.8,1.0,13.5,5.0
7.9,20.6,1.76,15.3,4.0
1.4,17.2,1.52,11.6,4.4
3.4,14.0,1.7,19.9,2.34
7.5,27.1,1.62,18.5,4.4
5.2,21.3,1.8,18.6,4.06
4.3,26.8,1.28,19.2,1.8
2.5,1.9,1.6,12.1,2.38
4.6,6.5,1.1,17.4,1.6
3.3,30.2,2.76,13.5,1.32
8.6,14.6,2.02,12.8,3.72
9.4,16.4,2.62,15.4,2.08
4.9,37.7,1.42,14.1,1.1
8.3,30.9,1.6,13.1,4.94
1.1,0.5,2.98,11.3,4.82
8.6,1.3,2.44,11.7,3.62
0.3,13.1,1.9,13.7,3.12
8.6,34.1,2.32,20.0,4.88
4.7,24.2,2.92,13.3,2.74
5.4,23.0,2.8,14.4,4.66
0.0,22.7,1.84,18.6,1.34
8.8,16.1,1.0,13.1,4.18
6.5,28.2,1.86,16.6,1.94
2.9,26.2,2.12,16.2,1.56
0.2,13.0,1.16,15.4,4.18
2.0,22.4,1.08,14.2,4.04
8.8,25.7,2.56,12.1,2.5
8.3,23.3,1.16,18.6,2.24
4.8,33.5,1.88,16.7,1.16
8.5,31.5,2.82,17.6,4.96
8.4,2.3,2.52,19.5,1.26
6.1,27.0,1.46,12.8,1.38
9.6,9.4,2.46,13.9,1.18
3.7,14.1,1.82,14.4,3.76
1.4,18.1,1.42,10.9,4.32
5.1,20.5,2.18,17.6,3.92
7.8,38.9,2.7,14.4,3.92
4.5,8.0,1.72,11.6,4.4
2.4,27.3,1.76,20.1,4.76
2.0,27.5,2.66,10.1,2.38
8.7,37.0,2.46,11.6,2.42
0.4,20.7,2.46,18.9,2.28
6.9,29.5,2.78,13.7,4.0
4.6,3.8,2.76,13.6,3.06
8.6,28.7,2.04,16.2,2.18
6.7,12.3,1.54,10.4,3.74
9.0,36.3,2.52,12.4,2.24
1.7,28.2,1.28,17.2,3.58
2.0,36.5,2.18,19.1,1.7
9.1,17.9,2.18,12.1,3.34
9.8,9.6,1.1,19.2,2.12
8.5,19.0,2.02,16.2,4.86
2.2,7.3,1.22,13.4,2.56
6.3,27.2,1.36,15.4,1.38
6.6,4.8,2.9,11.9,1.82
3.9,33.6,2.48,10.4,1.4
0.9,20.9,2.92,13.8,4.86
8.8,11.5,1.02,16.2,4.3
5.1,2.2,2.08,13.1,2.84
7.1,9.7,1.28,16.2,2.54
7.4,32.7,2.26,17.3,4.92
6.0,39.6,2.98,13.9,1.46
6.3,31.2,2.36,11.6,1.5
0.4,18.9,1.28,20.0,3.58
5.2,18.1,1.84,17.8,4.46
5.4,14.7,2.46,17.2,3.16
3.6,34.1,1.32,13.1,1.66
5.5,2.2,2.94,12.2,4.78
5.8,10.4,1.46,17.4,4.36
9.2,16.2,2.46,15.9,2.96
6.8,6.6,1.58,17.6,3.84
7.2,28.9,2.32,18.1,2.08
5.8,28.8,2.0,15.5,1.04
0.1,4.5,2.18,10.8,2.5
6.4,8.0,3.0,16.8,4.3
5.9,14.6,1.04,16.1,4.56
5.0,22.1,1.08,16.3,3.88
2.9,34.2,1.54,12.1,1.96
1.0,1.4,2.54,13.1,3.96
9.1,37.8,1.2,14.6,2.74
7.5,12.0,2.42,10.1,4.02
3.8,7.7,3.0,18.4,1.78
8.9,32.1,2.42,19.1,3.94
7.6,29.4,2.5,15.1,3.06
7.1,24.0,1.28,18.7,4.24
6.2,1.7,2.64,18.7,4.5
6.3,25.5,1.94,11.3,4.2
6.0,27.6,1.9,13.6,3.06
5.3,2.6,1.54,12.6,4.66
9.1,0.1,1.12,12.3,1.8
9.3,35.2,2.4,16.3,4.62
7.2,29.4,2.86,16.9,1.86
9.4,31.1,2.62,12.5,2.6
5.7,36.2,2.74,15.3,4.98
8.4,38.2,1.1,11.4,2.66
5.5,23.8,2.14,12.8,3.76
3.3,1.2,2.34,19.9,3.82
3.0,38.1,2.08,17.3,4.38
5.1,18.3,2.32,12.7,1.22
8.8,19.3,1.96,15.8,1.32
7.5,5.5,2.0,17.2,2.78
0.0,22.9,2.16,12.0,1.48
5.4,2.7,1.1,10.9,1.5
2.1,31.9,2.78,10.3,4.48
3.9,7.0,2.0,16.1,4.04
10.0,20.9,1.74,10.3,2.18
0.0,18.3,1.2,10.5,2.18
6.4,37.4,2.02,18.9,1.52
6.2,35.5,2.84,17.9,4.4
5.3,4.0,1.38,17.1,2.5
4.1,25.9,1.18,19.1,1.38
2.0,34.3,1.5,11.5,4.8
7.8,8.3,1.94,13.7,4.04
8.0,4.5,2.8,14.8,4.08
2.1,15.8,1.26,16.0,4.58
3.7,34.3,2.98,16.4,2.62
9.8,0.6,2.16,18.2,1.18
7.9,33.2,1.22,14.9,4.54
0.7,13.5,1.44,11.6,1.58
6.1,18.2,2.68,12.7,1.0
4.6,19.6,2.42,14.3,2.06
1.6,17.1,1.76,11.1,1.06
1.6,39.6,1.16,16.9,3.68
8.9,34.8,2.74,17.0,1.58
1.2,27.5,2.88,17.1,2.78
1.6,7.7,1.48,10.2,2.28
3.7,17.7,1.32,14.8,3.46
8.0,2.6,1.82,12.0,1.56
7.7,11.9,1.56,10.7,4.04
4.4,28.0,2.18,16.3,1.78
0.5,30.7,2.32,19.1,1.5
3.4,19.5,2.68,15.8,1.32
1.3,27.6,2.12,12.9,4.16
7.1,1.7,2.42,13.1,4.76
6.0,29.4,1.26,17.4,1.14
1.4,27.0,1.76,11.9,2.36
5.3,5.2,1.3,11.5,1.0
2.6,29.3,1.34,12.4,2.56
1.2,5.1,2.88,15.9,2.4
3.0,21.5,2.48,14.4,1.9
3.4,7.1,1.38,10.8,3.14
5.9,2.7,1.9,15.0,2.96
0.5,39.9,1.88,16.0,3.46
6.8,25.1,1.06,13.9,3.94
8.5,37.3,2.66,16.0,4.34
5.7,39.9,2.88,16.6,1.02
4.8,3.4,1.38,17.9,4.76
2.2,40.0,1.2,17.5,2.4
8.8,20.0,2.28,11.4,3.04
3.3,24.8,1.34,15.2,2.52
2.5,9.8,1.76,10.3,2.92
4.6,30.7,1.86,12.2,1.58
0.4,13.9,2.92,12.6,1.58
8.9,8.2,2.98,13.6,4.44
1.9,4.7,1.34,17.6,1.46
0.5,27.7,1.92,14.2,4.66
6.9,37.8,1.6,13.6,2.2
5.8,24.7,2.96,18.4,3.8
6.3,38.2,1.76,12.8,3.48
1.7,17.6,1.74,12.8,2.58
0.3,5.1,2.56,14.8,4.66
1.6,7.8,1.92,17.4,1.28
1.3,38.4,2.38,15.0,1.2
7.7,32.1,1.14,14.9,3.78
1.2,6.3,2.7,12.7,2.7
0.6,0.7,2.28,17.3,2.76
4.3,21.3,1.24,10.4,1.04
1.4,2.4,2.08,15.5,1.46
1.8,25.5,2.74,16.3,2.76
6.2,24.2,2.68,18.8,1.16
3.4,19.7,1.84,19.6,1.9
8.0,9.3,1.06,11.6,2.86
3.4,20.6,2.4,19.6,2.4
1.8,1.4,2.18,18.8,4.74
1.9,17.7,1.22,19.6,3.76
9.9,37.7,2.16,15.4,1.18
3.4,7.4,2.52,10.8,1.04
3.1,10.3,2.06,19.0,1.36
4.7,29.3,1.86,18.8,3.58
4.3,16.7,1.3,16.7,3.88
2.3,11.4,1.1,17.2,3.58
6.0,3.8,1.26,17.8,4.6
1.6,36.3,2.14,11.5,3.86
7.0,27.2,1.6,11.5,3.24
4.9,13.4,2.98,11.2,3.74
6.4,37.3,3.0,17.7,4.9
9.8,23.1,1.8,18.5,1.84
3.1,3.8,1.68,18.4,2.14
3.5,29.0,1.18,17.2,3.24
1.2,30.6,2.6,16.2,4.74
6.9,4.6,1.58,14.0,3.42
5.7,3.5,1.86,15.2,4.02
1.3,31.9,2.08,16.7,2.68
3.6,9.4,2.4,17.3,3.1
7.8,36.0,1.34,19.8,3.86
6.7,1.2,2.64,10.8,2.98
3.9,14.5,2.56,15.0,2.96
5.8,36.7,2.7,14.7,1.16
7.9,6.4,1.76,17.9,1.1
9.1,22.7,1.82,14.8,3.14
1.5,24.1,2.06,11.7,4.84
6.1,0.7,1.58,10.9,4.02
0.3,30.3,1.38,18.4,3.74
4.4,34.0,2.9,15.3,2.62
8.9,4.2,1.82,17.8,5.0
2.7,24.3,2.76,11.4,1.52
9.5,18.0,2.72,11.0,3.36
6.5,8.4,1.08,13.9,2.98
3.0,15.4,1.98,14.6,1.04
0.2,27.4,1.8,20.0,1.74
0.7,2.2,2.86,11.9,5.0
2.3,11.4,1.76,19.7,2.46
1.4,30.5,2.12,12.1,2.44
4.2,29.8,2.8,14.7,1.32
3.0,9.8,2.12,18.1,3.1
7.2,10.3,1.72,11.5,1.94
4.4,37.1,1.12,10.4,4.52
6.5,5.0,1.08,16.4,4.4
0.7,36.1,2.56,18.2,2.66
7.0,11.1,2.0,17.3,1.12
5.6,24.3,1.14,12.0,4.9
7.9,16.8,2.1,16.0,3.5
9.8,7.1,2.44,17.6,3.96
2.9,13.8,1.2,15.4,4.04
7.3,33.5,1.42,12.3,2.6
1.7,23.0,2.94,12.2,4.76
6.8,23.8,2.96,18.6,4.1
9.2,25.2,2.52,11.0,2.02
3.8,4.8,1.2,14.6,1.24
5.9,30.2,2.18,10.1,1.66
9.7,7.1,2.9,16.9,3.52
4.2,26.2,1.28,15.2,3.08
4.4,32.1,1.74,11.0,4.88
2.2,22.1,1.0,11.4,3.62
6.8,7.6,1.9,17.2,1.86
9.3,6.1,2.74,11.1,3.5
0.5,15.6,1.84,13.5,3.84
5.5,29.3,1.42,19.1,1.14
0.3,12.4,1.04,12.2,3.26
9.2,22.8,1.26,12.6,1.08
2.2,33.9,1.02,18.7,4.86
0.5,16.0,2.2,11.3,2.7
3.1,2.8,1.62,15.3,2.44
1.7,11.3,1.74,19.8,2.82
1.4,7.8,2.92,12.6,3.4
3.9,2.2,1.9,12.0,1.9
9.5,10.5,1.82,14.8,4.84
7.2,13.0,1.1,16.1,3.3
10.0,35.6,1.8,17.6,3.24
7.3,17.2,1.48,17.1,2.3
8.3,26.3,2.94,14.3,4.06
0.5,34.1,1.2,14.3,1.6
6.2,37.2,3.0,19.7,2.0
6.6,28.4,1.8,16.0,1.8
1.0,0.1,2.4,14.1,2.0
4.2,23.2,2.12,12.2,3.92
1.6,36.8,1.9,17.2,2.88
9.5,25.0,2.7,10.0,2.44
0.3,32.0,1.94,13.5,3.6
6.2,10.7,2.24,15.4,1.74
6.7,27.5,1.76,11.5,4.94
8.0,17.9,1.18,18.8,4.44
4.0,21.2,2.68,11.7,4.96
8.2,29.2,2.38,19.7,1.8
0.4,7.1,2.28,13.7,4.04
3.1,28.2,2.94,16.6,4.54
8.5,17.4,2.16,11.9,3.56
6.9,12.2,2.54,11.8,2.06
3.4,22.6,1.7,11.2,2.7
2.1,38.9,1.52,11.6,1.24
6.4,30.0,2.44,17.7,1.78
8.3,8.2,2.08,12.9,1.4
2.1,25.2,2.38,18.5,4.36
1.0,14.5,2.88,14.2,4.76
7.6,11.9,2.6,14.7,4.2
0.2,6.4,2.04,14.2,5.0
0.8,28.0,2.18,19.2,1.56
5.9,28.2,2.2,16.5,3.48
7.5,39.0,1.7,15.2,4.64
8.6,10.5,2.68,17.1,1.62
1.3,29.9,1.52,17.7,1.2
9.6,10.6,1.8,13.3,4.58
1.7,3.5,1.54,17.6,1.7
7.2,14.6,1.3,17.3,2.84
2.2,26.1,1.68,17.1,3.22
7.3,15.8,1.7,17.0,4.16
8.2,26.4,2.1,11.2,3.82
4.6,20.1,2.96,18.9,4.8
6.8,15.4,1.36,15.5,4.58
4.6,1.2,2.12,15.8,4.62
8.6,29.6,2.68,13.1,3.32
2.9,38.3,1.64,18.2,1.98
2.4,32.1,1.44,17.8,3.44
2.7,8.4,2.24,15.3,4.62
9.7,27.9,2.38,10.1,2.44
2.4,24.4,2.9,13.6,2.92
7.3,29.9,1.42,18.2,2.72
7.7,36.1,2.32,19.6,2.92
5.7,35.3,2.96,13.2,4.24
9.3,31.5,2.58,10.0,3.18
4.0,0.8,2.16,12.7,4.14
2.4,38.5,1.48,11.6,3.18
7.7,24.6,1.32,15.6,2.08
9.8,31.1,1.76,16.9,2.86
4.7,27.7,2.52,15.1,3.16
9.7,23.7,2.82,14.3,3.56
0.9,20.2,2.48,18.3,1.28
9.8,24.6,2.46,14.6,4.04
7.4,23.4,1.76,11.2,1.38
1.0,8.0,1.46,17.5,4.96
8.4,35.5,1.74,12.9,3.86
2.0,1.2,2.74,18.4,2.02
8.5,32.6,2.92,16.5,2.72
4.4,1.5,2.6,15.2,2.28
0.6,4.4,2.12,11.7,3.2
8.0,32.0,1.86,12.7,2.66
6.3,13.8,1.7,10.3,3.2
6.3,32.5,2.96,14.1,2.38
0.1,14.7,2.38,10.5,3.56
7.5,35.4,2.58,20.1,2.86
4.1,23.5,1.88,10.8,3.5
8.1,19.0,2.82,11.9,1.3
5.3,10.0,2.9,19.3,4.08
7.4,10.4,1.5,20.0,1.34
1.5,24.9,1.2,13.7,2.52
1.7,39.5,2.02,16.7,1.86
9.8,9.3,1.48,20.1,1.98
5.8,21.9,1.6,14.9,2.82
8.9,29.7,2.68,15.9,1.26
1.5,33.8,1.88,11.2,2.02
0.5,13.2,2.32,19.8,2.84
5.6,36.0,2.5,19.3,3.4
4.6,15.4,1.78,14.1,1.98
4.7,2.7,1.9,16.7,3.44
4.1,28.1,2.06,12.4,1.32
7.5,11.5,1.8,13.0,3.46
5.9,30.4,2.76,11.1,3.38
7.6,23.3,2.6,16.3,3.6
0.3,0.0,1.74,17.8,4.78
0.1,34.7,2.98,16.0,2.88
8.9,23.9,1.7,15.2,3.96
5.8,5.7,2.64,12.5,1.64
2.6,33.4,1.86,16.0,1.0
2.6,18.2,2.12,10.9,4.94
7.8,33.6,2.3,11.1,3.28
7.1,2.5,2.6,12.1,4.66
0.6,7.6,1.58,15.2,1.06
6.2,21.6,1.18,12.0,3.98
4.5,32.7,2.96,13.4,4.7
6.2,32.4,2.2,17.0,4.42
1.1,26.1,2.24,18.1,2.12
1.2,2.2,1.7,12.6,4.34
4.2,24.3,2.06,15.9,2.1
1.6,15.7,2.92,19.8,2.24
6.2,20.5,2.28,14.6,3.04
8.0,30.9,2.62,16.5,3.32
3.5,8.6,1.06,19.5,4.32
8.4,26.6,2.08,11.4,1.12
0.7,13.3,2.06,12.3,3.82
6.8,26.6,2.8,18.3,3.48
8.9,33.2,2.76,10.9,2.78
7.9,26.7,2.26,18.7,3.9
3.5,5.2,2.82,12.3,2.08
2.7,9.8,1.42,18.7,3.28
9.2,24.6,1.48,15.6,4.66
4.6,3.5,2.6,13.3,4.68
7.5,40.0,2.16,14.0,3.44
10.0,2.7,2.12,13.9,3.3
2.9,21.9,2.06,11.0,4.7
2.2,10.1,1.86,18.9,3.28
